Nº chamada;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual
2020-09974288-6;22/03/2020 18:29;RUA SANTO ANTONIO DO MONTE, Nº 5 - ROSARIO - BOM DESPACHO;-197.437.339;-452.636.968;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28072 / 28587;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;22/03/2020 22:04
2020-09974510-2;22/03/2020 18:48;RUA CALIFORNIA, Nº 60 - DISTRITO DE MARILANDIA - ITAPECERICA;-203.581.492;-449.333.312;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);290 CIA PM/63 BPM/7 RPM;28580;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;22/03/2020 19:58
2020-09974702-3;22/03/2020 19:04;RUA CAPITAO TEIXEIRA, Nº 115 - NOSSA SENHORA DAS GRAÇAS - PARA DE MINAS;;;A05000 - AVERIGUA PESSOA / VEICULO EM ATITUDE SUSPEITA (C) (Prioridade: 1 - Alta);19 CIA PM IND/7 RPM;21939;Não;Não;Não;W04000-NADA CONSTATADO;Classificada;23/03/2020 04:22
2020-09975204-1;22/03/2020 19:45;AVENIDA ANA ROSA, Nº S/N - ANA ROSA - BOM DESPACHO;-197.395.756;-452.427.428;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28606 / 28735;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 06:36
2020-09975815-5;22/03/2020 20:40;FAZENDA RUA VAL DAS FLORES, Nº 120 - MORADA NOVA DE MINAS;;;U50002 - RECLAMACAO ATUACAO SERV OPERACIONAL ORG DEFSOCIAL  (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20892;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;22/03/2020 21:18
2020-09976041-4;22/03/2020 20:59;AVENIDA JOSE BERNARDES MACIEL / RUA AMAZONAS - LAGOA DA PRATA;-200.262.091;-455.289.055;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);107 CIA PM/7 BPM/7 RPM;21355;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;22/03/2020 21:48
2020-09976208-8;22/03/2020 21:13;RUA ANTONIO PEDRO DA SILVA, Nº 282 - PROLONGAMENTO JEFERSON BATISTA DE FREITAS - NOVA SERRANA;-198.659.705;-450.035.847;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);60 BPM/7 RPM;RP02-29296;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;22/03/2020 22:18
2020-09976255-8;22/03/2020 21:19;RUA JK, Nº 175 - POVOADO CHAPADA - MOEMA;;;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28081;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 00:07
2020-09976283-3;22/03/2020 21:21;RUA TIRADENTES, Nº 130 - POVOADO CHAPADA - MOEMA;;;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28081;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 06:36
2020-09976495-1;22/03/2020 21:43;RUA ANTONIO GONTIJO DE AZEVEDO, Nº 271 - DAVANUZE - DIVINOPOLIS;-201.644.566;-448.463.424;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;24346;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;22/03/2020 21:44
2020-09976955-0;22/03/2020 22:29;POVOADO BOA VISTA, Nº S/N - DIVINOPOLIS;-202.331.405;-448.835.677;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W11000-DISPENSADA PELO COMANDANTE DAS OPERACOES;Classificada;23/03/2020 00:50
2020-09978787-8;23/03/2020 04:59;AVENIDA ANTONIO OLIMPIO DE MORAIS / RUA CORONEL JOAO NOTINI - DIVINOPOLIS;-201.403.244;-448.873.205;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28703 / 28879;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 05:10
2020-09979235-7;23/03/2020 07:27;RUA CASCALHO RICO, Nº 682 - SAO JOSE - DIVINOPOLIS;-20.157.941;-449.063.775;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28733;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 10:08
2020-09979285-5;23/03/2020 07:36;AVENIDA AMAZONAS, Nº 808 - CENTRO - DIVINOPOLIS;-201.406.956;-448.956.817;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28880;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 09:09
2020-09979322-0;23/03/2020 07:42;RUA BAHIA, Nº 700 - CENTRO - DIVINOPOLIS;;;A05000 - AVERIGUA PESSOA / VEICULO EM ATITUDE SUSPEITA (C) (Prioridade: 1 - Alta);53 CIA PM/23 BPM/7 RPM;28703;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 09:00
2020-09979533-5;23/03/2020 08:06;POVOADO QUILOMBO DO GAIA, Nº S/N - SAO GONCALO DO PARA;-198.775.991;-448.532.271;Y15010 - ACAO/OPERACAO EM ZONA RURAL (C) (Prioridade: 3 - Baixa);3 PEL/142 CIA PM/23 BPM/7 RPM;28086;Não;Não;Não;RAT;Classificada;23/03/2020 11:23
2020-09979640-5;23/03/2020 08:18;RUA PIAUI, Nº 143 - VILA BELO HORIZONTE - DIVINOPOLIS;-201.453.606;-449.005.264;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28880;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 09:40
2020-09979657-8;23/03/2020 08:21;RUA FAGUNDES VARELA, Nº 790 - SAO JOSE - DIVINOPOLIS;-201.537.778;-449.045.275;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:17
2020-09979692-9;23/03/2020 08:25;RUA GOIAS, Nº 850 - CENTRO - DIVINOPOLIS;-201.444.557;-448.929.684;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28710;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 09:48
2020-09979719-3;23/03/2020 08:31;RUA FREI WENCESLAU, Nº S/N - DIVINOPOLIS;-201.139.864;-448.776.802;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:18
2020-09979768-9;23/03/2020 08:36;AVENIDA AMAZONAS, Nº 97 - CATALAO - DIVINOPOLIS;-201.498.325;-448.990.782;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:20
2020-09979855-1;23/03/2020 08:43;RUA ITAPECERICA, Nº 1415 - JARDIM NOVA AMERICA - DIVINOPOLIS;-201.362.275;-448.971.683;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:22
2020-09979891-5;23/03/2020 08:48;RUA BENEDITO GONCALVES, Nº 1501 - DISTRITO INDUSTRIAL CEL JOVELINO RABELO - DIVINOPOLIS;-201.213.506;-448.350.026;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;28693;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 09:46
2020-09979903-2;23/03/2020 08:50;RUA DOM PEDRO I, Nº 636 - VILA CRUZEIRO - DIVINOPOLIS;-201.349.995;-448.909.745;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28703;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 09:16
2020-09979920-1;23/03/2020 08:51;RUA PEDRO DE OLIVEIRA, Nº 770 - LEVINDO DE PAULA PEREIRA - DIVINOPOLIS;-201.336.933;-449.108.193;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 09:51
2020-09979975-3;23/03/2020 08:57;RUA PARAIBA, Nº 546 - CENTRO - DIVINOPOLIS;-201.406.121;-448.890.668;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:07
2020-09980098-5;23/03/2020 09:10;RUA CASCALHO RICO, Nº 680 - SAO JOSE - DIVINOPOLIS;-201.579.296;-449.063.425;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:11
2020-09980129-7;23/03/2020 09:21;RUA ITAMARANDIBA, Nº 420 - BOM PASTOR - DIVINOPOLIS;-201.249.909;-448.882.614;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:21
2020-09980285-2;23/03/2020 09:31;RUA RIO DE JANEIRO, Nº 1050 - JARDIM NOVA AMERICA - DIVINOPOLIS;-201.401.385;-448.944.838;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:10
2020-09980303-2;23/03/2020 09:32;AVENIDA AUTORAMA, Nº 1160 - SANTA LUZIA - DIVINOPOLIS;-201.561.669;-449.097.332;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:20
2020-09980318-0;23/03/2020 09:35;AVENIDA ROSANA NORONHA GUARANY, Nº 2000 - DISTRITO INDUSTRIAL CEL JOVELINO RABELO - DIVINOPOLIS;-201.194.636;-448.406.006;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;28693;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 10:25
2020-09980350-2;23/03/2020 09:39;AVENIDA GETULIO VARGAS, Nº 372 - CENTRO - DIVINOPOLIS;-20.145.363;-448.860.428;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28710;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 09:56
2020-09980377-9;23/03/2020 09:41;AVENIDA ANTONIO OLIMPIO DE MORAIS, Nº 2097 - SANTA CLARA - DIVINOPOLIS;-201.296.131;-448.833.588;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:18
2020-09980358-4;23/03/2020 09:43;RUA ONZE DE NOVEMBRO, Nº 393 - IPIRANGA - DIVINOPOLIS;-201.371.972;-449.082.642;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:17
2020-09980429-0;23/03/2020 09:48;RUA FERROVIARIO ANISIO VIRIATO, Nº 300 - MORADA NOVA - DIVINOPOLIS;-201.691.861;-449.196.555;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;;Não;Não;Não;W09000-CANCELADA POR ORDEM DO ORGAO DE COORDENACAO E CONTROL;Classificada;23/03/2020 10:08
2020-09980449-8;23/03/2020 09:51;AVENIDA VINTE E UM DE ABRIL, Nº 504 - CENTRO - DIVINOPOLIS;-201.451.202;-448.903.588;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28710;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 10:05
2020-09980730-3;23/03/2020 10:16;AVENIDA JK, Nº 400 - SANTA CLARA - DIVINOPOLIS;-201.334.621;-448.828.253;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;28498;Não;Não;Não;RAT;Classificada;24/03/2020 06:02
2020-09980798-7;23/03/2020 10:27;AVENIDA GOVERNADOR MAGALHAES PINTO, Nº 415 - NITEROI - DIVINOPOLIS;-201.393.508;-448.756.394;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;28497;Não;Não;Não;RAT;Classificada;24/03/2020 07:39
2020-09981317-2;23/03/2020 11:16;RUA JESUS JOTA, Nº 1981 - NACOES - DIVINOPOLIS;-201.567.266;-448.591.662;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;28655;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 11:46
2020-09981394-3;23/03/2020 11:20;AVENIDA BRASIL, Nº 70 - ICARAI - DIVINOPOLIS;-201.139.561;-448.528.342;Y07001 - OPERACAO DE BATIDA POLICIAL (C) (Prioridade: 3 - Baixa);7 CIA PM IND PE/7 RPM;20176;Não;Não;Não;RAT;Classificada;23/03/2020 16:03
2020-09981806-9;23/03/2020 12:08;RUA MAURO COSTA / ALAMEDA RIO CAIAPO - DIVINOPOLIS;-201.405.161;-449.192.009;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28733 / 28793;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 13:00
2020-09982370-0;23/03/2020 13:26;RUA DOUTOR TEIXEIRA SOARES, Nº 150 - JARDIM AMERICA - FORMIGA;-204.622.299;-454.248.537;Y12014 - APOIO A OUTROS ORGAOS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;S.WEKISLEI;Não;Não;Não;RAT;Classificada;23/03/2020 15:09
2020-09982562-1;23/03/2020 13:47;RUA CARATINGA / RUA LAVRAS - DIVINOPOLIS;-201.574.389;-448.974.635;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28733;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 14:18
2020-09983038-0;23/03/2020 14:35;PRACA NELSON PELEGRINO, Nº S/N - BOM PASTOR - DIVINOPOLIS;-201.246.489;-448.857.995;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;26500-BSC / 26042-BSC;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 16:10
2020-09983130-2;23/03/2020 14:39;AVENIDA ANTONIO OLIMPIO DE MORAIS, Nº 545 - CENTRO - DIVINOPOLIS;-20.143.232;-448.884.931;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;28498;Não;Não;Não;RAT;Classificada;24/03/2020 07:40
2020-09983312-0;23/03/2020 14:52;PRACA PRESIDENTE VARGAS, Nº 100 - CENTRO - CARMO DO CAJURU;-201.841.341;-447.750.641;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;28497;Não;Não;Não;RAT;Classificada;24/03/2020 06:01
2020-09983848-0;23/03/2020 15:39;RUA BARAO PIUMHI, Nº 121 - CENTRO - FORMIGA;-204.645.294;-454.291.475;A19000 - REUNIAO COMUNITARIA / ENTIDADES DIVERSAS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;TC-GOTELIP;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 17:08
2020-09983973-1;23/03/2020 15:45;RUA DO CHUMBO, Nº 490 - NITEROI - DIVINOPOLIS;-201.422.323;-448.753.231;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;28874;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 16:12
2020-09984024-0;23/03/2020 15:49;RUA GOIAS, Nº 560 - CENTRO - DIVINOPOLIS;-201.453.235;-448.903.105;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);240 CIA TM/23 BPM/7 RPM;28861;Não;Não;Não;RAT;Classificada;24/03/2020 07:40
2020-09984044-8;23/03/2020 15:53;AVENIDA AVENIDA SAO VICENTE, Nº 287 - CENTRO - BOM DESPACHO;;;K99000 - OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS  (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28735;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 17:08
2020-09984548-1;23/03/2020 16:35;AVENIDA PADRE JOSE VIEGAS, Nº 597 - RECANTO DA LAGOA - PARA DE MINAS;-198.752.971;-445.772.039;Y11011 - APOIO A OUTROS ORGAOS (C) (Prioridade: 3 - Baixa);19 CIA PM IND/7 RPM;PM1651124;Não;Não;Não;RAT;Classificada;23/03/2020 16:36
2020-09984670-5;23/03/2020 16:45;AVENIDA BELA VISTA, Nº 480 - SANTA HELENA - LAGOA DA PRATA;-200.349.293;-455.293.446;T10161 - APLICACAO  MEDIDAS ADM PREVISTAS NO ARTIGO 269 DO CTB (C) (Prioridade: 3 - Baixa);107 CIA PM/7 BPM/7 RPM;25135;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;24/03/2020 05:57
2020-09985633-4;23/03/2020 18:08;PRACA MATRIZ, Nº S/N - CENTRO - BOM DESPACHO;-197.371.667;-45.251.554;Y11011 - APOIO A OUTROS ORGAOS (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;19946;Não;Não;Não;RAT;Classificada;23/03/2020 21:45
2020-09985782-4;23/03/2020 18:21;RUA SAO DIMAS, Nº S/N - SAO JOSE - BOM DESPACHO;-197.494.192;-452.534.263;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;19946;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 19:00
2020-09986504-7;23/03/2020 19:30;RUA CAPITAO JAIME GOTELIP, Nº 285 - VILA AURORA - BOM DESPACHO;;;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;19946;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 20:01
2020-09986693-1;23/03/2020 19:46;POVOADO LIMAS DE IGARATINGA, Nº S/N - IGARATINGA;-198.901.676;-447.998.732;Y15010 - ACAO/OPERACAO EM ZONA RURAL (C) (Prioridade: 3 - Baixa);19 CIA PM IND/7 RPM;28625;Não;Não;Não;RAT;Classificada;24/03/2020 05:27
2020-09986776-7;23/03/2020 19:55;RUA SERGIPE, Nº 3112 - ORION - DIVINOPOLIS;-201.400.061;-449.136.673;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28880;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 22:09
2020-09986810-3;23/03/2020 19:59;RUA GERALDO XAVIER, Nº S/N - BOM DESPACHO;;;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;19946;Não;Não;Não;W04000-NADA CONSTATADO;Classificada;23/03/2020 20:09
2020-09987248-4;23/03/2020 20:41;POVOADO MATINHA, Nº S/N - PARA DE MINAS;-199.335;-44.533.858;Y15010 - ACAO/OPERACAO EM ZONA RURAL (C) (Prioridade: 3 - Baixa);19 CIA PM IND/7 RPM;28625;Não;Não;Não;RAT;Classificada;24/03/2020 05:28
2020-09987298-2;23/03/2020 20:45;RUA DONA TINUCA, Nº 112 - SANTA LUCIA UM - BOM DESPACHO;;;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;19946;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;23/03/2020 20:51
2020-09989371-1;24/03/2020 01:56;AVENIDA BRIGADEIRO EDUARDO GOMES, Nº 761 - TERRA AZUL - DIVINOPOLIS;-20.182.629;-448.803.849;A05000 - AVERIGUA PESSOA / VEICULO EM ATITUDE SUSPEITA (C) (Prioridade: 1 - Alta);240 CIA TM/23 BPM/7 RPM;28861 / 28710;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;24/03/2020 02:53
2020-09989987-9;24/03/2020 06:51;AVENIDA VINTE E UM DE ABRIL, Nº 2450 - SANTA CLARA - DIVINOPOLIS;-201.284.135;-44.884.081;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28703;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;24/03/2020 08:08
2020-09990024-5;24/03/2020 07:03;AVENIDA FERNAO DIAS, Nº 2156 - SOL NASCENTE - LAGOA DA PRATA;-200.468.935;-455.226.289;Y05018 - APOIO A OUTROS ORGAOS (C) (Prioridade: 3 - Baixa);107 CIA PM/7 BPM/7 RPM;24679;Não;Não;Não;RAT;Classificada;25/03/2020 06:53
2020-09990040-1;24/03/2020 07:05;AVENIDA VINTE E UM DE ABRIL / RUA CORONEL JOAO NOTINI - DIVINOPOLIS;-201.399.201;-448.885.642;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28710;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;24/03/2020 09:15
2020-09990028-6;24/03/2020 07:07;AVENIDA MINAS GERAIS, Nº 2632 - MARIA FERNANDA 1 - LAGOA DA PRATA;-200.317.868;-455.204.403;Y05018 - APOIO A OUTROS ORGAOS (C) (Prioridade: 3 - Baixa);107 CIA PM/7 BPM/7 RPM;21355;Não;Não;Não;RAT;Classificada;25/03/2020 06:53
2020-09990043-0;24/03/2020 07:07;AVENIDA AMAZONAS, Nº 824 - SAO JOSE - DIVINOPOLIS;-201.572.254;-449.019.703;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28710;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;24/03/2020 08:57
2020-09990052-0;24/03/2020 07:09;RUA GILBERTO ARAUJO COSTA, Nº S/N - ALVORADA - BOM DESPACHO;-197.136.796;-452.653.199;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28587 / 28735;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;24/03/2020 09:23
2020-09990074-3;24/03/2020 07:12;RUA ORIBES BATISTA LEITE, Nº 900 - SANTOS DUMONT - DIVINOPOLIS;-201.725.532;-448.761.247;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);142 CIA PM/23 BPM/7 RPM;28655;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;24/03/2020 09:03
2020-09990295-2;24/03/2020 07:42;RUA RIO DE JANEIRO / AVENIDA RIO GRANDE DO SUL - DIVINOPOLIS;-201.410.553;-448.920.546;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28710;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;24/03/2020 09:41
2020-09990393-1;24/03/2020 07:54;RUA JOAQUIM JANUARIO, Nº 225 - SAO MIGUEL - DIVINOPOLIS;-201.560.826;-449.001.716;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28793;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;24/03/2020 08:57
2020-09990580-9;24/03/2020 08:14;RUA SANTA RITA DE CASSIA, Nº 302 - PROLONGAMENTO BOM PASTOR - DIVINOPOLIS;-201.133.957;-44.878.187;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28703;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;24/03/2020 08:57
